texture_name,delimiter_1,x-tile,y-tile,placeholder,x-res,y-res,delimiter_2,actual_num_TGAs
stoneroad_2_16.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
stoneroad_2_1.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
stoneroad_2_2.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
stoneroad_2_3.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
stoneroad_2_4.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
stoneroad_2_5.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
stoneroad_2_6.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
stoneroad_2_7.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
stoneroad_2_8.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
stoneroad_2_9.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
stones_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
stones_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
stones_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
stones_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
tcrackedmud_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
tcrackedmud_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
tcrackedmud_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
tcrackedmud_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
techplates_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
techplates_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
techplates_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
techplates_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
testwater1.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
topbuttons.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
ub_aggressive_down.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
ub_aggressive_up.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
ub_border_down.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
ub_border.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
ub_defend_down.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
ub_defend_up.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
ub_orders.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
ub_scout_down.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
ub_scout_up.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
ub_stand ground_down.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
ub_stand ground_up.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
uicontrols.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
underwater_1_1.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
underwater_1_2.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
underwater_1_3.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
underwater_1_4.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
unitareaeffectcircle.sst,b'\x00',1,1,b'\x00\x00\x00',128,128,b'\x00',1
unitcommandconfirmation.sst,b'\x00',7,1,b'\x00\x00\x00',64,64,b'\x00',1
unit facing arrow.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
unit improvements_01.sst,b'\x00',3,1,b'\x00\x00\x00',256,256,b'\x00',1
unit improvements_02.sst,b'\x00',3,1,b'\x00\x00\x00',256,256,b'\x00',1
unitselection.sst,b'\x00',1,1,b'\x00\x00\x00',8,8,b'\x00',1
unit upgrades_03.sst,b'\x00',1,1,b'\x00\x00\x00',256,256,b'\x00',1
unknownunit.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
u_parachute_10t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
water_ocean_10.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
water_ocean_11.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
water_ocean_12.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
water_ocean_13.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
water_ocean_14.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
water_ocean_15.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
water_ocean_16.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
water_ocean_1.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
water_ocean_2.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
water_ocean_3.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
water_ocean_4.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
water_ocean_5.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
water_ocean_6.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
water_ocean_7.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
water_ocean_8.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
water_ocean_9.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
waypointt.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
white_2_10.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
white_2_11.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
white_2_12.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
white_2_13.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
white_2_14.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
white_2_15.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
white_2_16.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
white_2_1.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
white_2_2.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
white_2_3.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
white_2_4.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
white_2_5.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
white_2_6.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
white_2_7.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
white_2_8.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
white_2_9.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
zut_smileyface_00t.sst,b'\x00',1,1,b'\x00\x00\x00',64,64,b'\x00',1
